taxonID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
alien_species_cyprus:taxon:43597f1649008ed18efc950c5f11d799,Cyprus,CY,present,introduced,cultivated,agriculture,,"Meikle RD (1977) Flora of Cyprus, Vol. 1.Christofides Y (2017) Illustrated flora of Cyprus. Yiannis Christofides, Cyprus, 383 pp.",
alien_species_cyprus:taxon:43c6e6412060d02bf283e070bcbaf5d2,Cyprus,CY,present,uncertain,,,2020/2022,"Rousou M, Langeneck J, Apserou C, Arvanitidis C, Charalambous S, Chrysanthou K, Constantinides G, Dimitriou PD, García Gómez SC, Hadjieftychiou SI, Katsiaras N, Kleitou P, Kletou D, Küpper FC, Louizidou P, Martins R, Moraitis ML, Papageorgiou N, Papatheodoulou M, Petrou A, Xevgenos D, Vasiliades L, Voultsiadou E, Chintiroglou CC, Castelli A (2023) Polychaetes (Annelida) of Cyprus (Eastern Mediterranean Sea): An Updated and Annotated Checklist including New Distribution Records. Diversity 15(8): 941. https://doi.org/10.3390/d15080941",
alien_species_cyprus:taxon:43c7b511dabbda4f9894c4f01f559fc4,Cyprus,CY,present,introduced,widespreadInvasive,,1987/2019,"Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Della A, Iatrou G (1995) New plant records from Cyprus. Kew Bulletin 50: 387-396.Chrtek J, Slavík B (2000) Contribution to the flora of Cyprus. 4. Flora Mediterranea 10: 235-259.Hand R (2003) Supplementary notes to the flora of Cyprus III. Willdenowia 33(2): 305-325. https://doi.org/10.3372/wi.33.33209; Hand, R. 2020: Various noteworthy records of flowering plants in Cyprus (1996-2019) and some status clarifications. Cypricola 15: 1-11.",
alien_species_cyprus:taxon:4426f84d99dc0ff16010e3f8a743d6a7,Cyprus,CY,present,introduced,casual,contaminantNursery,2013/2013,"Ülgentürk, S., Kaydan, M. B.& Şişman Hocal¡, S. 2015. New scale insect (Hemiptera: Coccomorpha) records for the Turkish Republic of Northern Cyprus. Türkiye Entomoloji Bülteni 5(2): 59-68 DOI:http://dx.doi.org/10.16969/teb.16125",Data on distribution and date of last observation unavailable.
alien_species_cyprus:taxon:4426f84d99dc0ff16010e3f8a743d6a7,Cyprus,CY,present,introduced,casual,contaminantOnPlants,2013/2013,"Ülgentürk, S., Kaydan, M. B.& Şişman Hocal¡, S. 2015. New scale insect (Hemiptera: Coccomorpha) records for the Turkish Republic of Northern Cyprus. Türkiye Entomoloji Bülteni 5(2): 59-68 DOI:http://dx.doi.org/10.16969/teb.16125",Data on distribution and date of last observation unavailable.
alien_species_cyprus:taxon:44aa1ab3487fff09766146b4f9687815,Cyprus,CY,present,introduced,,unaided,2014/2014,"Iglesias S, Frotte L (2015) Alien marine fishes in Cyprus: update and new records. Aquatic Invasions 10(4): 425-438. http://dx.doi.org/10.3391/ai.2015.10.4.06",
alien_species_cyprus:taxon:44ac6d43a97f4d5bad2be16c9d6ec18b,Cyprus,CY,present,introduced,cultivated,horticulture,,Gennadios P (2015) Cultivated exotic plants. Dasoponos 63: 7-11.,
alien_species_cyprus:taxon:44bdbc63009fce9a629b336c630d51f5,Cyprus,CY,present,introduced,widespreadInvasive,agriculture,,"Meikle RD (1977) Flora of Cyprus, Vol. 1.Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 30th November 2022.",
alien_species_cyprus:taxon:4502a2e136f42e36387fe1bab85b9444,Cyprus,CY,present,introduced,casual,ornamentalNonHorticulture,,"Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 22nd May 2020.",
alien_species_cyprus:taxon:453148ea986b1769b6cf54199d9cbc93,Cyprus,CY,present,introduced,,unaided,2002/2019,"Golani D, Orsi-Relini L, Massuti E, Quingnard JP (2002) CIESM Atlas of exotic species in the Mediterranean. Vol. 1 Fishes. Monaco, CIESM Publishers, 256 pp.Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2):109-134. https://doi.org/10.12681/mms.113",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/35688556
alien_species_cyprus:taxon:454176dcda55a856482aba5e855ffd55,Cyprus,CY,present,introducedAssistedColonisation,established,biologicalControl,1965/1965,"Sankaran, T. & Girling, D. J. 1980. The current status of biological control of the potato tuber moth. Biocontrol News and Information 1: 207–211",
alien_species_cyprus:taxon:4549b5b83b46cb284da59a9a2b0b8315,Cyprus,CY,present,introduced,widespreadInvasive,parasitesOnPlants,2014/2024,"Demetriou J, Koutsoukos E, Mavrovounioti N, Radea C, Arianoutsou M, Roy HE, Compton SG, Martinou AF (2023) A rather unfruitful relationship? Fig wasps (Hymenoptera: Chalcidoidea) of the alien invasive Ficus microcarpa in Cyprus. BioInvasions Records 12(2): 573–580, https://doi.org/10.3391/bir.2023.12.2.20",
alien_species_cyprus:taxon:4549b5b83b46cb284da59a9a2b0b8315,Cyprus,CY,present,introduced,widespreadInvasive,contaminantNursery,2014/2024,"Demetriou J, Koutsoukos E, Mavrovounioti N, Radea C, Arianoutsou M, Roy HE, Compton SG, Martinou AF (2023) A rather unfruitful relationship? Fig wasps (Hymenoptera: Chalcidoidea) of the alien invasive Ficus microcarpa in Cyprus. BioInvasions Records 12(2): 573–580, https://doi.org/10.3391/bir.2023.12.2.20",
alien_species_cyprus:taxon:459d7aefa1a98f11caec52c6fb03070a,Cyprus,CY,present,introduced,invasive,contaminantNursery,1959/2021,"Wood, B. J. 1963. Imported and indigenous natural enemies of citrus coccids and aphids in Cyprus, and an assessment of their potential value in integrated control programmes. Entomophaga 8: 67-82.","Date of last observation based on observed specimens (leg. J. Demetriou, Limassol)"
alien_species_cyprus:taxon:459d7aefa1a98f11caec52c6fb03070a,Cyprus,CY,present,introduced,invasive,contaminantOnPlants,1959/2021,"Wood, B. J. 1963. Imported and indigenous natural enemies of citrus coccids and aphids in Cyprus, and an assessment of their potential value in integrated control programmes. Entomophaga 8: 67-82.","Date of last observation based on observed specimens (leg. J. Demetriou, Limassol)"
alien_species_cyprus:taxon:45c15d5e959ec2951bf7ef7efb3cb26f,Cyprus,CY,present,introduced,,parasitesOnAnimals,2010/2010,Rasplus J-Y et al. (2010) Hymenoptera. Chapter 12. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(2): 669–776. doi: 10.3897/biorisk.4.55,
alien_species_cyprus:taxon:45c15d5e959ec2951bf7ef7efb3cb26f,Cyprus,CY,present,introduced,,parasitesOnPlants,2010/2010,Rasplus J-Y et al. (2010) Hymenoptera. Chapter 12. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(2): 669–776. doi: 10.3897/biorisk.4.55,
alien_species_cyprus:taxon:45c15d5e959ec2951bf7ef7efb3cb26f,Cyprus,CY,present,introduced,,contaminantNursery,2010/2010,Rasplus J-Y et al. (2010) Hymenoptera. Chapter 12. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(2): 669–776. doi: 10.3897/biorisk.4.55,
alien_species_cyprus:taxon:45eca4f9126cb166cbfc441e16fc838c,Cyprus,CY,present,introduced,widespreadInvasive,parasitesOnAnimals,1939/2025,"Gambles, R. M. 1939. A list of parasites recorded from the domestic and wild animals and birds of Cyprus. Cyprus Agricultural Journal 34: 29-32.",Common and widespread species
alien_species_cyprus:taxon:45fbdfec67d93775282df77aa84a1f23,Cyprus,CY,present,introduced,cultivated,horticulture,,Gennadios P (2015) Cultivated exotic plants. Dasoponos 63: 7-11.,as Asparagus plumosus
alien_species_cyprus:taxon:4687e77315e9faa6b28693eed09c358f,Cyprus,CY,present,introduced,cultivated,horticulture,,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.",
alien_species_cyprus:taxon:4687e77315e9faa6b28693eed09c358f,Cyprus,CY,present,introduced,cultivated,ornamentalNonHorticulture,,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.",
alien_species_cyprus:taxon:469d3ba01eba9a083d1b3cad9360bb5e,Cyprus,CY,present,introduced,casual,ornamentalNonHorticulture,1813/1995,"Meikle RD (1977) Flora of Cyprus, Vol. 1.Hadjikyriakou G, Makris C, Christofides Y, Alziar G (2004) Additions to the flora of Cyprus. Le Journal de Botanique de la Societe de botanique de France 27: 31-46.Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 30th November 2022. EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:46d89d5a0e96a6ba9c871976c00de7fe,Cyprus,CY,present,introducedAssistedColonisation,invasive,OtherIntentionalRelease,1880/2024,"Meikle RD (1977) Flora of Cyprus, Vol. 1.; Hadjikyriakou, G. N., Hand, R., Christodoulou, C. S., Makris, C., Chrysostomou, G., Iosif, K. & Kefalas, K. 2025: New noteworthy records of flowering plants in Cyprus (1996–2024). Cypricola 25: 1-13.; EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:46d89d5a0e96a6ba9c871976c00de7fe,Cyprus,CY,present,introducedAssistedColonisation,invasive,ornamentalNonHorticulture,1880/2024,"Meikle RD (1977) Flora of Cyprus, Vol. 1.; Hadjikyriakou, G. N., Hand, R., Christodoulou, C. S., Makris, C., Chrysostomou, G., Iosif, K. & Kefalas, K. 2025: New noteworthy records of flowering plants in Cyprus (1996–2024). Cypricola 25: 1-13.; EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:46f19a1e7be6b1e9f17e91afeff5fe7f,Cyprus,CY,present,introduced,cultivated,horticulture,,Gennadios P (2015) Cultivated exotic plants. Dasoponos 63: 7-11.,
alien_species_cyprus:taxon:46f75db2bfca28104a610984172f1d16,Cyprus,CY,present,introduced,widespreadInvasive,contaminantNursery,2012/2025,"Salata, S., Georgiadis, C. & Borowiec, L. 2019. Invasive ant species (Hymenoptera: Formicidae) of Greece and Cyprus. North-Western Journal of Zoology 15 (1): 13-23","Date of last observation based on observed speciens (leg. J. Demetriou, Paphos)"
alien_species_cyprus:taxon:46f75db2bfca28104a610984172f1d16,Cyprus,CY,present,introduced,widespreadInvasive,transportationHabitatMaterial,2012/2025,"Salata, S., Georgiadis, C. & Borowiec, L. 2019. Invasive ant species (Hymenoptera: Formicidae) of Greece and Cyprus. North-Western Journal of Zoology 15 (1): 13-23","Date of last observation based on observed speciens (leg. J. Demetriou, Paphos)"
alien_species_cyprus:taxon:472447e20805c29ff8f22d78ff2b7eac,Cyprus,CY,present,introduced,widespreadInvasive,agriculture,1998/1999,"Hadjikyriakou G, Makris C, Christofides Y, Alziar G (2004) Additions to the flora of Cyprus. Le Journal de Botanique de la Societe de botanique de France 27: 31-46.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:472447e20805c29ff8f22d78ff2b7eac,Cyprus,CY,present,introduced,widespreadInvasive,vehicles,1998/1999,"Hadjikyriakou G, Makris C, Christofides Y, Alziar G (2004) Additions to the flora of Cyprus. Le Journal de Botanique de la Societe de botanique de France 27: 31-46.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:4782657215b1fab9c1754ad143cc35bc,Cyprus,CY,present,introduced,cultivated,agriculture,1905/2025,"Meikle RD (1977) Flora of Cyprus Vol. 1.Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.",
alien_species_cyprus:taxon:47fbdbb8b5c27de23db3bc3cbe0b1595,Cyprus,CY,present,introduced,widespreadInvasive,horticulture,1850/2025,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Chrtek J, Slavík B (1994) Contribution to the flora of Cyprus. 3.  Flora Mediterranea 4: 9-20.Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.Hand R (2009) Supplementary notes to the flora of Cyprus VI. Willdenowia 39(2): 301-325. http://dx.doi.org/10.3372/wi.39.39209Lučan R, Bartonička T, Čížek M, Jedlička P, Řeřucha Š, Šálek M,  Nicolaou H, Horáček I (2010) Spatial activity and diet of Rousettus aegyptiacus in Cyprus: Does conservation of the only European fruit bat depend on supporting alien plants? In: 15th International Bat Research Conference.Lučan RK, Bartonička T, Jedlička P, Řeřucha Š, Šálek M, Čížek M, Nicolaou H, Horáček I (2016) Spatial activity and feeding ecology of the endangered northern population of the Egyptian fruit bat (Rousettus aegyptiacus). Journal of Mammalogy 97(3): 815-822. https://www.jstor.org/stable/26373102 | Gennadios P (2015) Cultivated exotic plants. Dasponos 63: 7-11.",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/322205266
alien_species_cyprus:taxon:48a17d19ad3a06fb125d24086e4e8be1,Cyprus,CY,doubtful,uncertain,casual,,1870/1870,"Baudi di Selve, F. 1870. Coleopterorum messis in insula Cypro et Asia Minore ab Eugenio Truqui congregatae recensitio: de Europaeis notis quibusdam additis. Berliner Entomologische Zeitschrift 13: 369-418.","Date of first and last observation not known, earliest known publication year used."
alien_species_cyprus:taxon:48ae08e6c89eae578fad1b8ec456161f,Cyprus,CY,present,uncertain,widespreadInvasive,contaminantNursery,1957/2025,"Georghiou, G. P. 1977. The insects and mites of Cyprus. With emphasis on species of economic importance to agriculture, forestry, man and domestic animals. Benaki Phytopathological Institute. Kiphissia, Athens Greece 347 pp.",
alien_species_cyprus:taxon:48ae08e6c89eae578fad1b8ec456161f,Cyprus,CY,present,uncertain,widespreadInvasive,contaminantOnPlants,1957/2025,"Georghiou, G. P. 1977. The insects and mites of Cyprus. With emphasis on species of economic importance to agriculture, forestry, man and domestic animals. Benaki Phytopathological Institute. Kiphissia, Athens Greece 347 pp.",
alien_species_cyprus:taxon:48afc06367cbde1256a9cb734452749b,Cyprus,CY,present,introduced,invasive,agriculture,1993/1998,"Hadjikyriakou G, Makris C, Christofides Y, Alziar G (2004) Additions to the flora of Cyprus. Le Journal de Botanique de la Societe de botanique de France 27: 31-46.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:48afc06367cbde1256a9cb734452749b,Cyprus,CY,present,introduced,invasive,seedContaminant,1993/1998,"Hadjikyriakou G, Makris C, Christofides Y, Alziar G (2004) Additions to the flora of Cyprus. Le Journal de Botanique de la Societe de botanique de France 27: 31-46.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:492851549cab6f377e0bbec263ee72d5,Cyprus,CY,present,introduced,casual,agriculture,1950/1994,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University. | Gennadios P (2015) Cultivated exotic plants. Dasponos 63: 7-11.",
alien_species_cyprus:taxon:492851549cab6f377e0bbec263ee72d5,Cyprus,CY,present,introduced,casual,horticulture,1950/1994,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University. | Gennadios P (2015) Cultivated exotic plants. Dasponos 63: 7-11.",
alien_species_cyprus:taxon:4941b2198faa635e57aa60f44a28c13b,Cyprus,CY,present,introduced,cultivated,ConservationOrWildlifeManagement,1881/2025,"İlseven S, Baştaş M (2018) The Place of Eucalyptus Within the Vegetation of Mesaoria Plain (Cyprus) and the Views of Vegetation Geography Lecturers. EURASIA Journal of Mathematics, Science and Technology Education 14(7): 3381-3388.",
alien_species_cyprus:taxon:49456688b5c9d66e414122fcd6ad59ec,Cyprus,CY,present,introduced,cultivated,horticulture,,Gennadios P (2015) Cultivated exotic plants. Dasoponos 63: 7-11.,as Coleus hybridus [Plectranthus scutellarioides (L.) R.Br.]
alien_species_cyprus:taxon:497459c5b9eeaa02217ddd109bf72429,Cyprus,CY,present,introduced,,unaided,2021/2023,"Langeneck J, Minasidis V, Doumpas N, Giovos I, Kaminas A, Kleitou P, Tiralongo F, Crocetta F (2022) Citizen Science Helps in Tracking the Range Expansions of Non-Indigenous and Neo-Native Species in Greece and Cyprus (Eastern Mediterranean Sea). Journal of Marine Science and Engineering 10(2): 256. https://doi.org/10.3390/jmse10020256",Date of last observation based on citizen-science observation on iNaturalist: https://www.inaturalist.org/observations/188989904
alien_species_cyprus:taxon:49ab8b4f68df605f41b07ade29ac1b22,Cyprus,CY,present,introduced,cultivated,ornamentalNonHorticulture,,"Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.",
alien_species_cyprus:taxon:49e20efe689a50b797f993f41eaf4069,Cyprus,CY,present,introduced,widespreadInvasive,horticulture,1865/1994,"Meikle RD (1985) Flora of Cyprus, Vol 2.Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Hadjikyriakou G, Hadjisterkotis E (2002) The adventive plants of Cyprus with new records of invasive species. Zeitschrift fur Jagdwissenschaft 48: 59–71. https://doi.org/10.1007/BF02192393Martini G, Viciani D (2018) What happened to Linnaeus’s Iris florentina? Re-evaluation of this taxon at species level. Taxon 67: 395-400.",
alien_species_cyprus:taxon:4a350b128dea39f12b985eb7fea56eb2,Cyprus,CY,present,introduced,casual,agriculture,1865/2014,"Meikle RD (1977) Flora of Cyprus, Vol 1.Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Hand R (2004) Supplementary notes to the flora of Cyprus IV. in Willdenowia 34(2): 427-456. https://doi.org/10.3372/wi.34.34210.; Hadjikyriakou, G. N., Hand, R., Christodoulou, C. S., Makris, C., Chrysostomou, G., Iosif, K. & Kefalas, K. 2025: New noteworthy records of flowering plants in Cyprus (1996–2024). Cypricola 25: 1-13.",
alien_species_cyprus:taxon:4a4688732c4c0d01191c214ccda53f1a,Cyprus,CY,present,introduced,cultivated,horticulture,,"Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus. | Gennadios P (2015) Cultivated exotic plants. Dasponos 63: 7-11.",
alien_species_cyprus:taxon:4a4688732c4c0d01191c214ccda53f1a,Cyprus,CY,present,introduced,cultivated,ornamentalNonHorticulture,,"Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus. | Gennadios P (2015) Cultivated exotic plants. Dasponos 63: 7-11.",
alien_species_cyprus:taxon:4a891e9bd990dbf654b0e77f637dbb8d,Cyprus,CY,present,introduced,,ballastWater,1969/2015,"Ben Eliahu MN (1972) Littoral Polychaeta from Cyprus. Tethys 4: 85-94.Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2):109-134. https://doi.org/10.12681/mms.113",
alien_species_cyprus:taxon:4a891e9bd990dbf654b0e77f637dbb8d,Cyprus,CY,present,introduced,,hullFouling,1969/2015,"Ben Eliahu MN (1972) Littoral Polychaeta from Cyprus. Tethys 4: 85-94.Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2):109-134. https://doi.org/10.12681/mms.113",
alien_species_cyprus:taxon:4ad49fdd64a3bb4a0589371a65c2766c,Cyprus,CY,present,introduced,widespreadInvasive,parasitesOnAnimals,2021/2021,"Demetriou J, Koutsoukos E, Radea C, Roy HE, Arianoutsou M, Martinou AF (2022) Uninvited pests of an unwelcomed tree: a survey on alien chalcidoid wasps (Hymenoptera: Chalcidoidea) associated with Eucalyptus trees in Cyprus. BioInvasions Records 11(2): 390–400, https://doi.org/10.3391/bir.2022.11.2.12",
alien_species_cyprus:taxon:4ad49fdd64a3bb4a0589371a65c2766c,Cyprus,CY,present,introduced,widespreadInvasive,parasitesOnPlants,2021/2021,"Demetriou J, Koutsoukos E, Radea C, Roy HE, Arianoutsou M, Martinou AF (2022) Uninvited pests of an unwelcomed tree: a survey on alien chalcidoid wasps (Hymenoptera: Chalcidoidea) associated with Eucalyptus trees in Cyprus. BioInvasions Records 11(2): 390–400, https://doi.org/10.3391/bir.2022.11.2.12",
alien_species_cyprus:taxon:4ad49fdd64a3bb4a0589371a65c2766c,Cyprus,CY,present,introduced,widespreadInvasive,contaminantNursery,2021/2021,"Demetriou J, Koutsoukos E, Radea C, Roy HE, Arianoutsou M, Martinou AF (2022) Uninvited pests of an unwelcomed tree: a survey on alien chalcidoid wasps (Hymenoptera: Chalcidoidea) associated with Eucalyptus trees in Cyprus. BioInvasions Records 11(2): 390–400, https://doi.org/10.3391/bir.2022.11.2.12",
alien_species_cyprus:taxon:4aecfa02fcbbe34e1c59ab4bb3656533,Cyprus,CY,present,introduced,invasive,ornamentalNonHorticulture,2013/2013,Hand R (2015) Supplementary notes to the flora of Cyprus VIII. Willdenowia 45(2): 245-259. https://doi.org/10.3372/wi.45.45210 | Gennadios P (2015) Cultivated exotic plants. Dasponos 63: 7-11.,as Althea rosea in Gennadios (2015)
alien_species_cyprus:taxon:4b1f7687c7da9df9fcee50d6a470f7a6,Cyprus,CY,present,introduced,cultivated,ornamentalNonHorticulture,1937/,"Meikle RD (1977) Flora of Cyprus, Vol. 1.",
alien_species_cyprus:taxon:4b28bc1f5c6f73c09cfa6ccb6eb90e63,Cyprus,CY,present,introduced,,unaided,1999/1999,"Golani D (2000) The Lessepsian migrant, the Red-eye round herring Etrumeus teres (DeKay, 1842), a new record from Cyprus. Zoology in the Middle East 20(1): 61-64. https://doi.org/10.1080/09397140.2000.10637813Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2):109-134. https://doi.org/10.12681/mms.113",
alien_species_cyprus:taxon:4b2accf413a85603360342b69df8bce5,Cyprus,CY,present,introduced,,ballastWater,2007/2009,"Delongeville C, Scaillet R (2010) Echantillonnage de mollusques invasifs et première signalisation de Chama aspersa Reeve, 1846 à Chypre Nord. NOVAPEX / Société 11(1): 3-7.Zenetos A, Delongueville C, Scaillet R (2024) An Overlooked Group of Citizen Scientists in Non-Indigenous Species (NIS) Information: Shell Collectors and Their Contribution to Molluscan NIS Xenodiversity. Diversity 16: 299. https://doi.org/10.3390/d16050299",
alien_species_cyprus:taxon:4b2accf413a85603360342b69df8bce5,Cyprus,CY,present,introduced,,hullFouling,2007/2009,"Delongeville C, Scaillet R (2010) Echantillonnage de mollusques invasifs et première signalisation de Chama aspersa Reeve, 1846 à Chypre Nord. NOVAPEX / Société 11(1): 3-7.Zenetos A, Delongueville C, Scaillet R (2024) An Overlooked Group of Citizen Scientists in Non-Indigenous Species (NIS) Information: Shell Collectors and Their Contribution to Molluscan NIS Xenodiversity. Diversity 16: 299. https://doi.org/10.3390/d16050299",
alien_species_cyprus:taxon:4b5e8c4fe00adae4e59033c31cad9612,Cyprus,CY,present,introducedAssistedColonisation,widespreadInvasive,biologicalControl,1954/2025,"Georghiou, G. P. 1977. The insects and mites of Cyprus. With emphasis on species of economic importance to agriculture, forestry, man and domestic animals. Benaki Phytopathological Institute. Kiphissia, Athens Greece 347 pp.","Date of last observation based on observed specimens (leg. J. Demetriou, Paphos)"
alien_species_cyprus:taxon:4b6254dd41023998dc9e70ad1f1ee6a7,Cyprus,CY,present,introduced,invasive,agriculture,1908/2001,"Meikle RD (1977) Flora of Cyprus, Vol. 1.Hadjikyriakou G, Hadjisterkotis E (2002) The adventive plants of Cyprus with new records of invasive species. Zeitschrift fur Jagdwissenschaft 48: 59–71. https://doi.org/10.1007/BF02192393Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.",syn. Prunus dulcis (Miller) D. A. Webb
alien_species_cyprus:taxon:4b63774788f75db8be2139424440aa7c,Cyprus,CY,present,introduced,,ballastWater,1998/1998,"Ben Eliahu MN, Payiatas G (1999) Searching for lessepsian migrant serpulids (Annelida: Polychaeta) on Cyprus – some results of a recent expedition. Israel Journal of Zoology 45: 101-119.Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2):109-134. https://doi.org/10.12681/mms.113",
alien_species_cyprus:taxon:4b63774788f75db8be2139424440aa7c,Cyprus,CY,present,introduced,,hullFouling,1998/1998,"Ben Eliahu MN, Payiatas G (1999) Searching for lessepsian migrant serpulids (Annelida: Polychaeta) on Cyprus – some results of a recent expedition. Israel Journal of Zoology 45: 101-119.Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2):109-134. https://doi.org/10.12681/mms.113",
alien_species_cyprus:taxon:4bc9407ac0bde4bd4f9511a13c8a4405,Cyprus,CY,present,introduced,,contaminantNursery,,"Martinou, A., Pescott, O., Michailidis, N., Zenetos, A., Jenna Wong, L. & Pagad, S. 2020. Global Register of Introduced and Invasive Species - Cyprus. Version 1.8. Invasive Species Specialist Group ISSG. Checklist dataset https://doi.org/10.15468/uryl57 a",
alien_species_cyprus:taxon:4bc9407ac0bde4bd4f9511a13c8a4405,Cyprus,CY,present,introduced,,contaminantOnPlants,,"Martinou, A., Pescott, O., Michailidis, N., Zenetos, A., Jenna Wong, L. & Pagad, S. 2020. Global Register of Introduced and Invasive Species - Cyprus. Version 1.8. Invasive Species Specialist Group ISSG. Checklist dataset https://doi.org/10.15468/uryl57 a",
